"Item Number","Level 1","Level 2","Level 3","Level 4","Level 5","Description Line 1","Brand Name","Pack Size","Unit of Measure","Priced by Weight","Description Line 2","Description Line 3","Class Name","Special Order","Item Image","On Hand Quantity","Item Avg. Weight","Due Date"
"11013P",2.15,2.15,2.00,1.85,1.65,"Tapioca Pearls 14oz","Pacific","14oz","PC.","N","","","PASTRY INGRDNTS","N",,44,0.00,"/  /"
"11014",35.35,32.85,32.40,30.65,27.05,"Himalayan Salt Extra Coarse 5lb","Potenza","5lb","CASE","N","","","SALT","N",,3,0.00,"/  /"
"11015",416.30,410.45,404.75,388.55,373.60,"Cocoa Powder","Valrhona","6/3kg","CASE","N","0159","","CHOC POWDERS","N",,7,0.00,"/  /"
"11015P",69.40,69.40,67.50,64.80,62.30,"Cocoa Powder","Valrhona","3kg","PC.","N","0159","","CHOC POWDERS","N",,4,0.00,"/  /"
"11018",80.00,78.90,77.80,74.70,65.90,"Dijon Mustard Grain","Beaufor","2/11.3lb","CASE","N","","","MUSTARD","N",,0,0.00,"/  /"
"11018P",40.60,39.45,38.90,37.35,32.95,"Dijon Mustard Grain 11.3lb","Beaufor","11.3lb","PC.","N","","","MUSTARD","N",,0,0.00,"/  /"
"11028",74.30,73.25,72.25,69.35,61.20,"Pomegranate Vinegar*","Boyajian","1gal","PC.","N","","","VINEGARS","Y",,1,0.00,"/  /"
"11030",37.20,36.65,36.15,34.70,30.65,"Orange Oil 25.4oz*","Boyajian","25.4oz","PC.","N","","","OILS FLAVORED","Y",,4,0.00,"/  /"
"11035",152.95,152.95,148.70,142.75,125.95,"Kewpie Mayonnaise","Kewpie","20/17oz","CASE","N","","","ASIAN SAUCES","N",,12,0.00,"/  /"
"11035P",7.90,7.65,7.45,7.15,6.30,"Kewpie Mayonnaise 17oz","Kewpie","17oz","PC.","N","","","ASIAN SAUCES","N",,14,0.00,"/  /"
"11036",18.30,17.75,17.50,16.80,14.85,"Almond Extract 12.7oz","Boyajian","12.7oz","PC.","N","","","EXTRACTS","N",,0,0.00,"/  /"
"11037",38.30,37.75,37.25,35.75,31.55,"Coconut Flavor 12.7oz","Boyajian","12.7oz","PC.","N","","","EXTRACTS","N",,5,0.00,"/  /"
"11038",28.15,27.75,27.35,26.25,23.20,"Maple Flavor 12.7oz","Boyajian","12.7oz","PC.","N","","","EXTRACTS","N",,13,0.00,"/  /"
"11043",130.40,128.55,126.75,121.70,107.40,"Pistachio Oil","Roland","6/8.45oz","CASE","N","","","OILS NUT","N",,1,0.00,"/  /"
"11043P",21.70,21.40,21.10,20.25,17.85,"Pistachio Oil 8.45oz","Roland","8.45oz","PC.","N","","","OILS NUT","N",,3,0.00,"/  /"
"11046",66.85,65.95,65.00,62.40,55.05,"Frescatrano Olives Pitted","Divina","4/2lb","CASE","N","D0970","","OLIVES","N",,3,0.00,"/  /"
"11048",39.25,38.70,38.15,36.65,32.35,"Mini Toasts","Divina","24/2.8oz","CASE","N","","","BREAD","N",,2,0.00,"/  /"
"11049",50.55,49.85,49.15,47.15,41.60,"Sour Cherry Spread","Divina","3/3.5lb","CASE","N","","","PRESERVES","N",,0,0.00,"/  /"
"11051",34.30,33.80,33.35,32.00,28.25,"Dijon Mustard Smooth 12/7.05oz","Beaufor","12/7.05oz","CASE","N","31007","","MUSTARD","N",,2,0.00,"/  /"
"11052",31.25,30.85,30.40,29.20,25.75,"Dijon Mustard Whole Grain 12/7.05oz","Beaufor","12/7.05oz","CASE","N","","","MUSTARD","N",,3,0.00,"/  /"
"11071",33.65,33.20,32.75,31.40,27.75,"Org Pitted Castelvetranos 6/4.9oz","Divina","6/4.9oz","CASE","N","","","OLIVES","N",,4,0.00,"/  /"
"11072",32.40,31.95,31.50,30.25,26.70,"Organic Pitted Kalamata 6/6oz","Divina","6/6oz","CASE","N","","","OLIVES","N",,1,0.00,"/  /"
"11073",30.55,30.10,29.70,28.50,25.15,"Organic Olive Bruschetta 6/8.1oz","Divina","6/8.1oz","CASE","N","","","OLIVES","N",,2,0.00,"/  /"
"11074",47.10,46.40,45.75,43.95,38.80,"Caramelized Onion Jam 12/7.6oz*","Divina","12/7.6oz","CASE","N","","","VEGETABLES","Y",,2,0.00,"/  /"
"11076",31.35,30.90,30.50,29.25,25.80,"Organic Capers 12/3.5oz","Divina","12/3.5oz","CASE","N","","","CAPERS","N",,1,0.00,"/  /"
"11106",79.15,79.15,78.00,76.95,65.20,"Olives Stuffed w/ Pimento","Bel Aria","5kg","PAIL","N","","","OLIVES","N",,50,0.00,"/  /"
"11110",0.00,0.00,0.00,0.00,0.00,"Jeff CASE Description","","","CASE","N","","","","N",,0,0.00,"06/16/23"
"11111",0.00,0.00,0.00,0.00,0.00,"Joey CASE Description","","","CASE","N","","","","N",,-11,0.00,"/  /"
"11113",0.00,0.00,0.00,0.00,0.00,"Gary CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11113P",0.00,0.00,0.00,0.00,0.00,"Gary PC Description","","","EACH","N","","","","N",,0,0.00,"/  /"
"11114",0.00,0.00,0.00,0.00,0.00,"Garret CASE Description","","","CASE","N","","","","N",,-4,0.00,"/  /"
"11115",0.00,0.00,0.00,0.00,0.00,"Max CASE Description","","","CASE","N","","","","N",,-1,0.00,"/  /"
"11116",0.00,0.00,0.00,0.00,0.00,"Jimmy Jo BoB CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11117",0.00,0.00,0.00,0.00,0.00,"Lindsey CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11118",0.00,0.00,0.00,0.00,0.00,"Stacy CASE Description","","","CASE","N","","","","N",,1,0.00,"07/26/23"
"11119",0.00,0.00,0.00,0.00,0.00,"Patrick CASE Description","","","CASE","N","","","","N",,0,0.00,"07/26/23"
"11120",0.00,0.00,0.00,0.00,0.00,"Jeff CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11121",0.00,0.00,0.00,0.00,0.00,"JT Case Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11123",0.00,0.00,0.00,0.00,0.00,"Gary CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11125",0.00,0.00,0.00,0.00,0.00,"Max CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11127",0.00,0.00,0.00,0.00,0.00,"Lindsey CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11128",0.00,0.00,0.00,0.00,0.00,"Stacy CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11129",0.00,0.00,0.00,0.00,0.00,"Jim CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11130",0.00,0.00,0.00,0.00,0.00,"Jeff CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11133",0.00,0.00,0.00,0.00,0.00,"Gary CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11135",0.00,0.00,0.00,0.00,0.00,"Max CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11137",0.00,0.00,0.00,0.00,0.00,"Lindsey CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11138",0.00,0.00,0.00,0.00,0.00,"Stacy CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11139",0.00,0.00,0.00,0.00,0.00,"Jim CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11140",0.00,0.00,0.00,0.00,0.00,"Jeff PIECE Description","","","PC.","N","","","","N",,0,0.00,"/  /"
"11143",0.00,0.00,0.00,0.00,0.00,"Gary CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11148",0.00,0.00,0.00,0.00,0.00,"Stacy CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11149",0.00,0.00,0.00,0.00,0.00,"Jim CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11150",0.00,0.00,0.00,0.00,0.00,"Jeff PIECE Description","","","PC.","N","","","","N",,0,0.00,"/  /"
"11153",0.00,0.00,0.00,0.00,0.00,"Gary CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11157",0.00,0.00,0.00,0.00,0.00,"Lindsey PIECE Description","","","PC.","N","","","","N",,0,0.00,"/  /"
"11158",0.00,0.00,0.00,0.00,0.00,"Stacy CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11159",0.00,0.00,0.00,0.00,0.00,"Jim CASE Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11160",0.00,0.00,0.00,0.00,0.00,"Jim PC Description","","","PC.","N","","","","N",,4,0.00,"/  /"
"11161",0.00,0.00,0.00,0.00,0.00,"Baby JT Case Description","","","CASE","N","","","","N",,0,0.00,"/  /"
"11162",0.00,0.00,0.00,0.00,0.00,"JT PC  Description","","","PC.","N","","","","N",,0,0.00,"/  /"
"11198",170.75,168.35,166.00,159.35,132.80,"Sogno di Liguria DOP EVOO","Sogno Toscano","6/750ml","CASE","N","","","OILS OLIVE","N",,4,0.00,"/  /"
"11198P",28.50,28.10,27.70,26.60,22.15,"Sogno di Liguria DOP EVOO","Sogno Toscano","750ml","EACH","N","","","OILS OLIVE","N",,0,0.00,"/  /"
"11199",58.40,57.60,56.80,54.55,48.10,"Mr. Marzano Tomatoes","Sogno Toscano","6/2.89kg","CASE","N","6000.04","","TOMATOES","N",,56,0.00,"/  /"
"11199P",9.25,9.10,9.00,8.65,7.60,"Mr. Marzano Tomatoes","Sogno Toscano","2.89kg","PC.","N","6000.04","","TOMATOES","N",,0,0.00,"/  /"
"11200",65.15,64.25,63.35,60.80,53.65,"Pappardelle All'Uovo","Sogno Toscano","8/500g","CASE","N","205","","PASTA DRIED","N",,4,0.00,"07/26/23"
"11201",64.40,63.50,62.60,60.10,53.00,"Fusilloni Organic","Sogno Toscano","8/500g","CASE","N","4000.04","","PASTA DRIED","N",,4,0.00,"/  /"
"11203",55.80,55.00,54.25,52.10,45.95,"Paccheri Lisci Organic","Sogno Toscano","8/500g","CASE","N","4000.08","","PASTA DRIED","N",,4,0.00,"/  /"
"11204",65.15,64.25,63.35,60.80,53.65,"Pennoni Organic","Sogno Toscano","8/500g","CASE","N","4000.10","","PASTA DRIED","N",,6,0.00,"/  /"
"11205",64.40,63.50,62.60,60.10,53.00,"Gigli Toscani Organic","Sogno Toscano","8/500g","CASE","N","4000.36","","PASTA DRIED","N",,2,0.00,"07/26/23"
"11207",65.15,64.25,63.35,60.80,53.65,"Penne Rigate GF","Sogno Toscano","8/500g","CASE","N","4000.16","","PASTA DRIED","N",,7,0.00,"/  /"
"11207P",8.15,8.05,7.95,7.60,6.75,"Penne Rigate GF","Sogno Toscano","500g","PC.","N","4000.16","","PASTA DRIED","N",,0,0.00,"/  /"
"11208",65.15,64.25,63.35,60.80,53.65,"Pici Toscani","Sogno Toscano","8/500g","CASE","N","4000.18","","PASTA DRIED","N",,6,0.00,"/  /"
"11209",65.15,64.25,63.35,60.80,53.65,"Spaghetti Alla Chitarra Organic","Sogno Toscano","8/500g","CASE","N","4000.20","","PASTA DRIED","N",,2,0.00,"07/26/23"
"11212",58.00,57.20,56.40,54.15,47.80,"Penne Rigate Bronze Die","Sogno Toscano","2/10lb","CASE","N","5000.18","","PASTA DRIED","N",,6,0.00,"/  /"
"11214",52.90,52.15,51.40,49.35,43.55,"Fusilli Bronze Die","Sogno Toscano","2/10lb","CASE","N","5000.22","","PASTA DRIED","N",,2,0.00,"/  /"
"11215",58.00,57.20,56.40,54.15,47.80,"Linguine Bronze Die","Sogno Toscano","2/10lb","CASE","N","5000.24","","PASTA DRIED","N",,13,0.00,"/  /"
"11216",62.40,61.50,60.65,58.20,51.40,"Rigatoni Bronze Die*","Sogno Toscano","2/10lb","CASE","N","5000.26","","PASTA DRIED","Y",,0,0.00,"07/26/23"
"11217",55.95,55.15,54.40,52.20,46.10,"Fettuccine Bronze Die*","Sogno Toscano","2/10lb","CASE","N","5000.28","","PASTA DRIED","Y",,4,0.00,"/  /"
"11218",125.75,123.95,122.25,117.35,103.55,"Tomatoes Baby Red Confit","Sogno Toscano","6/770g","CASE","N","6000.16","","TOMATOES","Y",,2,0.00,"07/26/23"
"11218P",21.60,21.00,20.40,19.60,17.30,"Tomatoes Baby Red Confit","Sogno Toscano","770g","PC.","N","6000.16","","TOMATOES","Y",,4,0.00,"/  /"
"11221",85.50,84.30,83.15,79.80,70.45,"Olive Oil Lemon Infused","Sogno Toscano","6/250mL","CASE","N","2000.18","","OILS FLAVORED","N",,1,0.00,"/  /"
"11221P",14.70,14.25,13.90,13.30,11.75,"Olive Oil Lemon Infused 250ml","Sogno Toscano","250mL","PC.","N","2000.18","","OILS FLAVORED","N",,1,0.00,"/  /"
"11222",85.00,83.85,82.65,79.35,70.00,"Olive Oil Red Pepper Infused*","Sogno Toscano","6/250mL","CASE","N","2000.24","","OILS FLAVORED","Y",,6,0.00,"/  /"
"11222P",14.45,14.00,13.65,13.10,11.55,"Red Pepper Infused Olive Oil*","Sogno Toscano","250mL","PC.","N","2000.24","","OILS FLAVORED","Y",,0,0.00,"/  /"
"11223",351.40,346.45,341.60,327.95,289.40,"Olive Oil Extra Virgin Fattoria","Sogno Toscano","12/750mL","CASE","N","1000.54","","OILS OLIVE","N",,0,0.00,"07/26/23"
"11223P",30.15,29.30,28.50,27.35,24.15,"Olive Oil Extra Virgin Fattoria","Sogno Toscano","750mL","PC.","N","1000.54","","OILS OLIVE","N",,3,0.00,"/  /"
"11225",237.85,234.50,231.25,222.00,195.90,"EVOO Jewel of Tuscany*","Sogno Toscano","6/1gal","CASE","N","1000.20","","OILS OLIVE","Y",,3,0.00,"/  /"
"11226",135.30,162.00,159.75,153.35,135.30,"Balsamic Vinegar-10yr**","Sogno Toscano","6/250mL","CASE","N","7000.15","","VINEGARS","N",,3,0.00,"/  /"
"11226P",22.55,27.00,26.65,25.60,22.55,"Balsamic Vinegar-10yr**","Sogno Toscano","250mL","PC.","N","7000.14","","VINEGARS","N",,0,0.00,"/  /"
"11227",71.45,70.45,69.45,66.70,58.85,"Cannellini Beans Canned","Sogno Toscano","6/2.5kg","CASE","N","9000.14","","BEANS","N",,2,0.00,"07/26/23"
"11228",73.75,72.70,71.70,68.80,60.75,"Chickpeas Canned","Sogno Toscano","6/2.5kg","CASE","N","9000.18","","BEANS","N",,6,0.00,"/  /"
"11230",168.50,168.50,166.15,157.30,138.80,"Artichokes w/ Stem In Oil","Gervasio","6/3kg","CASE","N","8000.28","","VEGETABLES","N",,47,0.00,"/  /"
"11230P",28.95,28.10,27.70,26.25,23.15,"Artichokes w/ Stem In Oil 3kg","Gervasio","3kg","PC.","N","8000.28","","VEGETABLES","N",,2,0.00,"/  /"
"11231",51.10,50.40,49.70,47.70,42.10,"Whole Peeled Tomatoes","Sogno Toscano","6/3.4kg","CASE","N","6000.04","","TOMATOES","N",,7,0.00,"/  /"
"11231P",8.80,8.40,8.30,7.95,7.05,"Whole Peeled Tomatoes","Sogno Toscano","3.4kg","PC.","N","6000.04","","TOMATOES","N",,5,0.00,"/  /"
"11232",178.00,175.50,173.10,152.50,146.60,"EVOO Jewel of Tuscany 35lb","Sogno Toscano","35lb","JUG","N","","","OILS OLIVE","N",,6,0.00,"07/26/23"
"11234",65.75,64.80,63.90,61.35,54.15,"Vinegar Balsamic Pvt Label 250mL*","Sogno Toscano","12/250mL","CASE","N","","","VINEGARS","Y",,2,0.00,"/  /"
"11239",132.15,130.30,128.50,123.35,108.85,"Tomatoes Baby Yellow Confit*","Sogno Toscano","6/27oz","CASE","N","","","TOMATOES","Y",,0,0.00,"/  /"
"11242",163.75,161.45,159.20,152.80,134.85,"Olives Mediterranean Mix w/ Pit","Sogno Toscano","6/3kg","CASE","N","","","OLIVES","Y",,2,0.00,"/  /"
"11242P",28.10,26.95,26.55,25.50,22.50,"Olives Mediterranean Mix w/ Pit","Sogno Toscano","3kg","PC.","N","","","OLIVES","N",,4,0.00,"/  /"
"11244",153.60,151.45,149.35,143.35,126.50,"EVOO Elite Bottles 500mL**","Sogno Toscano","12/500mL","CASE","N","","","OILS OLIVE","Y",,0,0.00,"/  /"
"11245",65.75,64.80,63.90,61.35,54.15,"Vinegar Balsamic  Elite Bottles**","Sogno Toscano","12/250mL","CASE","N","","","VINEGARS","Y",,0,0.00,"/  /"
"11246",55.80,55.00,54.25,52.10,45.95,"Garganelli All'Uovo","Sogno Toscano","8/500g","CASE","N","4000.24","","PASTA DRIED","N",,5,0.00,"/  /"
"11247",64.40,63.50,62.60,60.10,53.00,"Orecchiette Pugliese Organic","Sogno Toscano","8/500g","CASE","N","4000.26","","PASTA DRIED","N",,4,0.00,"/  /"
"11250",57.40,56.55,55.80,53.55,47.25,"Vinegar Balsamic Di Modena","Sogno Toscano","2/5L","CASE","N","","","VINEGARS","N",,0,0.00,"07/26/23"
"11250P",29.55,28.30,27.90,26.80,23.65,"Vinegar Balsamic Di Modena","Sogno Toscano","5L","PC.","N","","","VINEGARS","N",,0,0.00,"/  /"
"11251",10.10,9.95,9.80,9.40,8.30,"Prosciutto Crudo Italiano","Sogno Toscano","13lb","EACH","Y","","","MEAT ITALIAN","N",,1,13.50,"07/26/23"
"11257",125.35,123.60,121.90,117.00,97.50,"Bruschetta Pepper Spread*","Sogno Toscano","12/280g","CASE","N","","","VEGETABLES","Y",,1,0.00,"/  /"
"11258",97.90,96.50,95.15,91.35,80.60,"Vinegar Balsamic Glaze","Sogno Toscano","12/250mL","CASE","N","","","VINEGARS","Y",,0,0.00,"07/26/23"
"11258P",8.40,8.05,7.95,7.65,6.75,"Vinegar Balsamic Glaze 250ml","Sogno Toscano","250mL","PC.","N","","","VINEGARS","N",,4,0.00,"/  /"
"11259",97.15,95.80,94.45,90.70,80.00,"Vinegar Balsamic Glaze Fig**","Sogno Toscano","12/250mL","CASE","N","","","VINEGARS","Y",,0,0.00,"/  /"
"11259P",8.35,8.10,7.90,7.60,6.70,"Vinegar Balsamic Glaze Fig 250ml**","Sogno Toscano","250mL","PC.","N","","","VINEGARS","N",,-4,0.00,"/  /"
"11260",96.45,95.10,93.75,90.00,79.45,"Balsamic Glaze White Truffle*","Sogno Toscano","12/250mL","CASE","N","","","VINEGARS","Y",,0,0.00,"/  /"
"11260P",8.30,8.05,7.85,7.50,6.65,"Balsamic Glaze White Truffle*","Sogno Toscano","250mL","PC.","N","","","VINEGARS","Y",,-3,0.00,"/  /"
"11262",228.65,225.45,222.30,213.40,188.30,"Black Truffle Sauce","Sogno Toscano","6/500g","CASE","N","","","MUSH & TRUFFLES","N",,9,0.00,"/  /"
"11262P",39.25,37.60,37.05,35.60,31.40,"Black Truffle Sauce","Sogno Toscano","500g","PC.","N","","","MUSH & TRUFFLES","N",,2,0.00,"/  /"
"11265",117.00,115.40,113.75,109.20,96.40,"Calabrian Peppers Spicy","Sogno Toscano","2/3kg","CASE","N","8000.16","","VEGETABLES","N",,2,0.00,"07/26/23"
"11265P",60.25,57.70,56.90,54.60,48.20,"Calabrian Peppers Spicy 3kg","Sogno Toscano","3kg","PC.","N","","","VEGETABLES","N",,1,0.00,"/  /"
"11267",80.75,79.60,78.50,75.35,66.50,"Whole Peeled Tomatoes Organic","Sogno Toscano","6/3.4kg","CASE","N","","","TOMATOES","N",,3,0.00,"/  /"
"11268",160.05,157.80,155.60,149.40,131.80,"Olive Oil Super V","Sogno Toscano","6/1gal","CASE","N","1000.24","","OILS BLENDED","N",,6,0.00,"07/26/23"
"11268P",26.70,26.30,25.95,24.90,22.00,"Olive Oil Super V 1gal","Sogno Toscano","1gal","PC.","N","","","OILS BLENDED","N",,0,0.00,"/  /"
"11273",9.30,9.20,9.05,8.70,7.65,"Mortadella Pistachios Imported","Sogno Toscano","2/12lb","CASE","Y","","","MEAT ITALIAN","N",,5,19.50,"07/26/23"
"11273P",9.60,9.30,9.05,8.70,7.65,"Mortadella Pistachios Imported 12lb","Sogno Toscano","12lb","PC.","Y","","","MEAT ITALIAN","N",,1,10.00,"/  /"
"11278",105.15,103.70,102.25,98.15,86.60,"Extra Virgin Olive Oil-Super Tuscan","Sogno Toscano","12/250mL","CASE","N","","","OILS OLIVE","Y",,2,0.00,"/  /"
"11281",51.40,50.00,48.00,45.00,42.35,"Calabria 90/10 Blend 10L BIB","Calabria","10L","CASE","N","","","OILS BLENDED","N",,41,0.00,"/  /"
"11282",210.80,207.85,204.95,196.75,184.45,"Calabria EVOO 20L (40.5lb) BIB","Calabria","20L","CASE","N","","","OILS OLIVE","N",,121,0.00,"/  /"
"11283",116.55,116.55,113.30,108.75,96.00,"Calabria EVOO 10L BIB","Calabria","10L","CASE","N","","","OILS OLIVE","N",,38,20.00,"/  /"
"11288",111.25,109.65,108.15,103.80,91.60,"Olive Oil White Truffle Infused","Sogno Toscano","6/250mL","CASE","N","","","OILS FLAVORED","N",,3,0.00,"07/26/23"
"11288P",19.10,18.30,18.05,17.30,15.30,"Olive Oil White Truffle Infused","Sogno Toscano","250mL","PC.","N","","","OILS FLAVORED","N",,3,0.00,"/  /"
"11290",65.00,64.10,63.20,60.70,53.55,"Balsamic Vinegar White","Sogno Toscano","2/5L","CASE","N","","","VINEGARS","N",,3,0.00,"/  /"
"11290P",33.50,32.50,31.60,30.35,26.80,"Balsamic Vinegar White","Sogno Toscano","5L","PC.","N","","","VINEGARS","N",,0,0.00,"/  /"
"11291",80.60,79.45,78.35,75.20,66.40,"Farro Retail 12/1kg","Sogno Toscano","12/1kg","CASE","N","","","GRAINS","N",,2,0.00,"/  /"
"11291P",6.95,6.95,6.55,6.30,5.55,"Farro-1kg","Sogno Toscano","1kg","PC.","N","","","GRAINS","Y",,0,0.00,"/  /"
"11292",37.75,37.20,36.70,35.20,31.10,"Bottarga*","Sogno Toscano","160gr","PC.","N","","","FISH MARINATED","Y",,0,0.00,"/  /"
"11300",66.25,65.30,64.40,61.80,54.55,"Gnocchi Classic","Sogno Toscano","12/500g","CASE","N","","","PASTA DRIED","N",,6,0.00,"/  /"
"11301",80.50,79.40,78.30,75.15,66.30,"Gnocchi Truffle*","Sogno Toscano","12/500g","CASE","N","","","PASTA DRIED","Y",,4,0.00,"/  /"
"11303",65.40,64.45,63.55,61.00,53.85,"Gnocchi Squid Ink*","Sogno Toscano","12/500g","CASE","N","","","PASTA DRIED","Y",,1,0.00,"/  /"
"11304",50.30,49.60,48.90,46.95,41.45,"Lady Fingers","Bonomi","10/500gr","CASE","N","","","COOKIES","N",,3,0.00,"07/24/23"
"11305",80.30,79.20,78.10,74.95,66.15,"Taralli Rosemary","Sogno Toscano","24/300g","CASE","N","","","CRACKERS","N",,1,0.00,"/  /"
"11309",78.45,77.35,76.25,73.20,64.60,"Anchovies White","Sogno Toscano","4/1kg","CASE","N","","","FISH MARINATED","N",,8,0.00,"07/26/23"
"11309P",20.20,19.65,19.10,18.30,16.15,"Anchovies White 1kg","Sogno Toscano","1kg","PC.","N","","","FISH MARINATED","N",,1,0.00,"/  /"
"11310",79.15,78.05,76.95,73.90,65.20,"Taralli Olive","Sogno Toscano","24/300g","CASE","N","","","CRACKERS","N",,2,0.00,"/  /"
"11311",82.60,81.45,80.30,77.10,68.00,"Taralli Classic","Sogno Toscano","24/300g","CASE","N","","","CRACKERS","N",,4,0.00,"/  /"
"11312",14.10,13.90,13.70,13.15,10.95,"Pancetta, DOP Piacentini","I piacentini","2/4.4lb","CASE","Y","","","MEAT ITALIAN","N",,12,0.00,"/  /"
"11312P",14.10,13.90,13.70,13.15,10.95,"Pancetta, DOP Piacentini","I piacentini","4.4lb","PC.","Y","","","MEAT ITALIAN","N",,0,0.00,"/  /"
"11314",344.30,339.45,334.75,321.35,267.80,"Kaluga Royal-250gr*","Petrovich","250gr","TIN","N","","","CAVIAR","Y",,3,0.00,"07/24/23"
"11323",158.65,158.65,156.40,148.05,130.65,"Balsamic Giusti Riccardo","Guisti","6/250ml","CASE","N","8000.28","","VINEGARS","N",,2,0.00,"/  /"
"11323P",26.45,26.45,26.10,24.70,21.80,"Balsamic Giusti Riccardo 250ml","Guisti","250ml","PC.","N","8000.28","","VINEGARS","N",,1,0.00,"/  /"
"11324",49.45,49.45,48.75,46.15,40.75,"Oregano Organic","Filippone","12/25g","CASE","N","8000.28","","SPICES","N",,0,0.00,"/  /"
"11324P",4.15,4.15,4.10,3.85,3.40,"Oregano Organic 25g","Filippone","25g","PC.","N","8000.28","","SPICES","N",,7,0.00,"/  /"
"11325",49.45,49.45,48.75,46.15,40.75,"Peperoncino Hot Organic","Filippone","12/25g","CASE","N","8000.28","","SPICES","N",,0,0.00,"/  /"
"11325P",4.15,4.15,4.10,3.85,3.40,"Peperoncino Hot Organic 25g","Filippone","25g","PC.","N","8000.28","","SPICES","N",,0,0.00,"/  /"
"11328",20.00,20.00,19.75,18.70,16.50,"Parmigiano Reggiano 18mo Retail","Bertozzi","12/200g","CASE","Y","8000.28","","CHEESE ITALY","N",,0,7.25,"/  /"
"11332",212.90,209.90,206.95,198.70,175.30,"Pepperoni Cupping 38mm","Ezzo","5/5lb","CASE","N","","","MEAT ITALIAN","N",,5,0.00,"/  /"
"11332P",42.60,42.00,41.40,39.75,35.10,"Pepperoni Cupping 38mm 5lb","Ezzo","5lb","PC.","N","","","MEAT ITALIAN","N",,4,0.00,"/  /"
"11334",63.60,62.70,61.85,59.35,52.40,"Salame Calabrese Sliced","Veroni","10/3oz","CASE","N","","","MEAT ITALIAN","N",,0,0.00,"/  /"
"11342",71.45,70.45,69.45,66.70,58.85,"Anchovy Fillets in Olive Oil","Flott","25/2oz","CASE","N","","","FISH MARINATED","N",,0,0.00,"/  /"
"11343",35.75,35.25,34.75,33.35,29.45,"Anchovy Oil Plain","Monte Pollino","12/80g","CASE","N","","","FISH MARINATED","N",,3,0.00,"/  /"
"11347",74.65,73.60,72.60,69.70,61.50,"Lupini Beans","Marconi","12/16oz","CASE","N","","","BEANS","N",,3,0.00,"/  /"
"11348P",12.40,12.25,12.05,11.60,10.25,"Calabrian Chili Olive Oil 250ml","Delizie","250ml","PC.","N","","","OILS FLAVORED","N",,0,0.00,"/  /"
"11350",98.50,98.50,97.10,91.90,81.10,"Sweet & Sour White Condiment Giusti","Guisti","6/250ml","CASE","N","8000.28","","VINEGARS","N",,2,0.00,"/  /"
"11350P",16.45,16.45,16.20,15.35,13.55,"Sweet & Sour White Condiment 250ml","Guisti","250ml","PC.","N","8000.28","","VINEGARS","N",,0,0.00,"/  /"
"11351",86.30,86.30,85.10,80.55,71.10,"Giusti Premio","Guisti","2/5LT","CASE","N","8000.28","","VINEGARS","N",,4,0.00,"/  /"
"11351P",43.15,43.15,42.55,40.30,35.55,"Giusti Premio 5 LT","Guisti","5LT","PC.","N","8000.28","","VINEGARS","N",,0,0.00,"/  /"
"11500",12742.70,16511.70,16282.35,15631.05,13792.10,"RATIONAL Selfcooking center 062","Rational","","CASE","N","3 AC480V (440V) 60Hz UL Electric","hand shower auto retract system","NON-FOOD ITEMS","N",,0,0.00,"/  /"
"11501",1087.00,1408.50,1388.90,1333.35,1176.50,"Installation Table Model-First Unit","Rational","","CASE","N","","","NON-FOOD ITEMS","N",,0,0.00,"/  /"
"11502",217.40,281.70,277.80,266.70,235.30,"Pre Installation Site Survey","Rational","","CASE","N","","","NON-FOOD ITEMS","N",,0,0.00,"/  /"
"11503",417.40,540.85,533.35,512.00,451.80,"Electric Installation Kit 2","Rational","","CASE","N","Type 61 208-240/60/3ph &","type 62/101 440-480/60/3ph","NON-FOOD ITEMS","N",,0,0.00,"/  /"
"11506",1173.55,1520.65,1499.50,1439.55,1270.20,"Combi-Duo 62 Electro/Gas","Rational","","CASE","N","62/102 electro","","NON-FOOD ITEMS","N",,0,0.00,"/  /"
